Stock,merged,Total_true,Total_false,UpTrend_Per,Up_True,Up_false,DownTrend_Per,down_True,down_False
RELIGARE.csv,55.56,5,4,40.0,2,3,75.0,3,1
RELINFRA.csv,100.0,6,0,100.0,6,0,-1.0,-1,-1
REPCOHOME.csv,66.67,6,3,66.67,4,2,66.67,2,1
RICOAUTO.csv,10.0,1,9,14.29,1,6,0.0,0,3
RITES.csv,16.67,2,10,0.0,0,2,20.0,2,8
RKFORGE.csv,80.0,8,2,80.0,8,2,-1.0,-1,-1
RPGLIFE.csv,14.29,1,6,25.0,1,3,0.0,0,3
RPOWER.csv,50.0,3,3,75.0,3,1,0.0,0,2
RTNPOWER.csv,37.5,3,5,50.0,2,2,25.0,1,3
RUPA.csv,33.33,2,4,33.33,1,2,33.33,1,2
SAFARI.csv,25.0,1,3,25.0,1,3,-1.0,-1,-1
SAIL.csv,57.14,8,6,87.5,7,1,16.67,1,5
SANDHAR.csv,33.33,4,8,33.33,1,2,33.33,3,6
SANGHIIND.csv,71.43,10,4,88.89,8,1,40.0,2,3
SANOFI.csv,40.0,2,3,-1,-1,-1,40.0,2,3
SASKEN.csv,37.5,3,5,50.0,2,2,25.0,1,3
SBICARD.csv,75.0,3,1,100.0,1,0,66.67,2,1
SBILIFE.csv,20.0,1,4,50.0,1,1,0.0,0,3
SBIN.csv,33.33,3,6,16.67,1,5,66.67,2,1
SCHAEFFLER.csv,60.0,6,4,60.0,6,4,-1.0,-1,-1
SCHNEIDER.csv,28.57,2,5,50.0,2,2,0.0,0,3
SEQUENT.csv,50.0,8,8,100.0,4,0,33.33,4,8
SFL.csv,44.44,4,5,37.5,3,5,100.0,1,0
SHALBY.csv,41.67,5,7,28.57,2,5,60.0,3,2
SHANKARA.csv,23.08,3,10,37.5,3,5,0.0,0,5
SHREECEM.csv,40.0,4,6,28.57,2,5,66.67,2,1
SIEMENS.csv,20.0,1,4,20.0,1,4,-1.0,-1,-1
SIYSIL.csv,37.5,3,5,33.33,2,4,50.0,1,1
SJVN.csv,54.55,6,5,62.5,5,3,33.33,1,2
SKFINDIA.csv,42.11,8,11,21.43,3,11,100.0,5,0
SKIPPER.csv,28.57,4,10,12.5,1,7,50.0,3,3
SMLISUZU.csv,33.33,2,4,33.33,1,2,33.33,1,2
SOMANYCERA.csv,50.0,6,6,57.14,4,3,40.0,2,3
SOUTHBANK.csv,44.44,4,5,0.0,0,1,50.0,4,4
SPANDANA.csv,20.0,3,12,0.0,0,5,30.0,3,7
SPARC.csv,27.27,3,8,20.0,1,4,33.33,2,4
SPENCERS.csv,36.36,4,7,66.67,2,1,25.0,2,6
SPIC.csv,55.56,5,4,83.33,5,1,0.0,0,3
SPICEJET.csv,50.0,6,6,0.0,0,1,54.55,6,5
SREINFRA.csv,20.0,1,4,0.0,0,3,50.0,1,1
SRF.csv,33.33,3,6,0.0,0,6,100.0,3,0
SRIPIPES.csv,45.45,5,6,62.5,5,3,0.0,0,3
SRTRANSFIN.csv,25.0,2,6,0.0,0,3,40.0,2,3
STAR.csv,50.0,8,8,-1,-1,-1,50.0,8,8
STERTOOLS.csv,50.0,3,3,60.0,3,2,0.0,0,1
STLTECH.csv,85.71,6,1,85.71,6,1,-1.0,-1,-1
SUBROS.csv,27.78,5,13,42.86,3,4,18.18,2,9
SUDARSCHEM.csv,54.55,6,5,100.0,5,0,16.67,1,5
SUMICHEM.csv,44.44,4,5,37.5,3,5,100.0,1,0
SUNDARMHLD.csv,35.71,5,9,33.33,4,8,50.0,1,1
SUNPHARMA.csv,31.58,6,13,31.58,6,13,-1.0,-1,-1
SUNTECK.csv,53.85,7,6,42.86,3,4,66.67,4,2
SUNTV.csv,30.0,6,14,30.0,3,7,30.0,3,7
SUPRAJIT.csv,50.0,2,2,50.0,2,2,-1.0,-1,-1
SUPREMEIND.csv,14.29,2,12,20.0,2,8,0.0,0,4
SURYAROSNI.csv,42.86,3,4,25.0,1,3,66.67,2,1
SUZLON.csv,0.0,0,14,0.0,0,7,0.0,0,7
SWSOLAR.csv,33.33,2,4,100.0,2,0,0.0,0,4
SYMPHONY.csv,45.45,5,6,60.0,3,2,33.33,2,4
SYNGENE.csv,6.67,1,14,11.11,1,8,0.0,0,6
TANLA.csv,66.67,10,5,83.33,5,1,55.56,5,4
TATACHEM.csv,27.78,5,13,30.77,4,9,20.0,1,4
TATACOFFEE.csv,100.0,3,0,100.0,3,0,-1.0,-1,-1
TATACONSUM.csv,56.25,9,7,81.82,9,2,0.0,0,5
TATAELXSI.csv,33.33,4,8,33.33,4,8,-1.0,-1,-1
TATAMOTORS.csv,40.0,4,6,0.0,0,4,66.67,4,2
TATAPOWER.csv,50.0,4,4,80.0,4,1,0.0,0,3
TATASTEEL.csv,66.67,6,3,66.67,4,2,66.67,2,1
TATASTLLP.csv,22.22,2,7,33.33,2,4,0.0,0,3
TCI.csv,50.0,4,4,50.0,4,4,-1.0,-1,-1
TCNSBRANDS.csv,0.0,0,2,0.0,0,2,-1.0,-1,-1
TCS.csv,33.33,4,8,20.0,2,8,100.0,2,0
TECHM.csv,16.67,2,10,20.0,2,8,0.0,0,2
TEJASNET.csv,16.67,1,5,0.0,0,3,33.33,1,2
TEXRAIL.csv,20.0,3,12,27.27,3,8,0.0,0,4
THERMAX.csv,42.86,3,4,75.0,3,1,0.0,0,3
TIDEWATER.csv,60.0,6,4,-1,-1,-1,60.0,6,4
TIINDIA.csv,64.29,9,5,64.29,9,5,-1.0,-1,-1
TIMETECHNO.csv,47.06,8,9,55.56,5,4,37.5,3,5
TIMKEN.csv,62.5,5,3,62.5,5,3,-1.0,-1,-1
TINPLATE.csv,83.33,5,1,83.33,5,1,-1.0,-1,-1
TITAN.csv,27.27,3,8,33.33,3,6,0.0,0,2
TNPL.csv,50.0,9,9,50.0,5,5,50.0,4,4
TORNTPHARM.csv,18.18,2,9,0.0,0,6,40.0,2,3
TORNTPOWER.csv,23.53,4,13,40.0,4,6,0.0,0,7
TRENT.csv,28.57,2,5,33.33,2,4,0.0,0,1
TTML.csv,66.67,4,2,0.0,0,1,80.0,4,1
TVSMOTOR.csv,12.5,1,7,25.0,1,3,0.0,0,4
UBL.csv,40.0,2,3,66.67,2,1,0.0,0,2
ULTRACEMCO.csv,22.22,2,7,25.0,2,6,0.0,0,1
UNIONBANK.csv,50.0,9,9,41.67,5,7,66.67,4,2
UPL.csv,20.0,2,8,25.0,2,6,0.0,0,2
VADILALIND.csv,53.85,7,6,44.44,4,5,75.0,3,1
VAIBHAVGBL.csv,70.59,12,5,50.0,1,1,73.33,11,4
VARROC.csv,0.0,0,9,-1,-1,-1,0.0,0,9
VBL.csv,28.57,2,5,33.33,1,2,25.0,1,3
VEDL.csv,37.5,3,5,50.0,3,3,0.0,0,2
VESUVIUS.csv,11.11,1,8,0.0,0,4,20.0,1,4
VGUARD.csv,23.08,3,10,30.0,3,7,0.0,0,3
VIDHIING.csv,0.0,0,2,-1,-1,-1,0.0,0,2
VIPIND.csv,25.0,2,6,28.57,2,5,0.0,0,1
VOLTAMP.csv,0.0,0,7,0.0,0,7,-1.0,-1,-1
VOLTAS.csv,21.43,3,11,11.11,1,8,40.0,2,3
VRLLOG.csv,50.0,6,6,55.56,5,4,33.33,1,2
VSTTILLERS.csv,37.5,3,5,50.0,3,3,0.0,0,2
WABAG.csv,21.43,3,11,22.22,2,7,20.0,1,4
WENDT.csv,14.29,1,6,20.0,1,4,0.0,0,2
WHEELS.csv,66.67,6,3,33.33,1,2,83.33,5,1
WHIRLPOOL.csv,64.29,9,5,0.0,0,1,69.23,9,4
WIPRO.csv,38.46,5,8,57.14,4,3,16.67,1,5
WSTCSTPAPR.csv,29.41,5,12,38.46,5,8,0.0,0,4
YESBANK.csv,40.0,4,6,0.0,0,2,50.0,4,4
ZEEL.csv,12.5,1,7,14.29,1,6,0.0,0,1
ZEELEARN.csv,0.0,0,8,0.0,0,8,-1.0,-1,-1
ZENSARTECH.csv,16.67,2,10,33.33,1,2,11.11,1,8
ZFCVINDIA.csv,0.0,0,1,-1,-1,-1,0.0,0,1
ZOMATO.csv,37.5,3,5,0.0,0,1,42.86,3,4
ZYDUSLIFE.csv,0.0,0,1,0.0,0,1,-1.0,-1,-1
ZYDUSWELL.csv,0.0,0,4,0.0,0,3,0.0,0,1
